Name,Label,Domain,Range,URI,Count,MVE,OE,Sparql-Template,Generator-Query-Template
registry,registry,owl:Thing,xsd:string,http://dbpedia.org/ontology/registry,355,what is the registry of <A>,what is the registry of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/registry> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/registry> [] . ?a a <http://dbpedia.org/ontology/Place> }
related,related,owl:Thing,owl:Thing,http://dbpedia.org/ontology/related,9839,what is the related of <A>,what is the related of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/related> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/related> [] . ?a a <http://dbpedia.org/ontology/Place> }
releaseDate,release date,owl:Thing,xsd:date,http://dbpedia.org/ontology/releaseDate,135968,what is the release date of <A>,what is the release date of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/releaseDate> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/releaseDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
religion,religion,owl:Thing,owl:Thing,http://dbpedia.org/ontology/religion,22301,what is the religion of <A>,what is the religion of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/religion> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/religion> [] . ?a a <http://dbpedia.org/ontology/Place> }
religiousHead,religious head,owl:Thing,Person,http://dbpedia.org/ontology/religiousHead,52,who is the religious head of <A>,who is the religious head of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/religiousHead> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/religiousHead> [] . ?a a <http://dbpedia.org/ontology/Place> }
restoreDate,restore date,owl:Thing,xsd:date,http://dbpedia.org/ontology/restoreDate,40,what is the restore date of <A>,what is the restore date of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/restoreDate> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/restoreDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
restriction,restriction,owl:Thing,xsd:string,http://dbpedia.org/ontology/restriction,337,what is the restriction of <A>,what is the restriction of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/restriction> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/restriction> [] . ?a a <http://dbpedia.org/ontology/Place> }
retired,retired,owl:Thing,xsd:date,http://dbpedia.org/ontology/retired,238,what is the retired of <A>,what is the retired of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/retired> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/retired> [] . ?a a <http://dbpedia.org/ontology/Place> }
ridId,RID Id,owl:Thing,xsd:string,http://dbpedia.org/ontology/ridId,2,what is the RID Id of <A>,what is the RID Id of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/ridId> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/ridId> [] . ?a a <http://dbpedia.org/ontology/Place> }
river,river,Place,River,http://dbpedia.org/ontology/river,2371,what is the river of <A>,what is the river of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/river> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/river> [] . ?a a <http://dbpedia.org/ontology/Place> }
role,role,owl:Thing,xsd:string,http://dbpedia.org/ontology/role,10792,what is the role of <A>,what is the role of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/role> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/role> [] . ?a a <http://dbpedia.org/ontology/Place> }
runningMate,running mate,owl:Thing,Person,http://dbpedia.org/ontology/runningMate,9,who is the running mate of <A>,who is the running mate of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/runningMate> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/runningMate> [] . ?a a <http://dbpedia.org/ontology/Place> }
sales,sales,owl:Thing,Sales,http://dbpedia.org/ontology/sales,206,what is the sales of <A>,what is the sales of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/sales> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/sales> [] . ?a a <http://dbpedia.org/ontology/Place> }
secondLeader,secondLeader,owl:Thing,Person,http://dbpedia.org/ontology/secondLeader,4501,who is the secondLeader of <A>,who is the secondLeader of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/secondLeader> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/secondLeader> [] . ?a a <http://dbpedia.org/ontology/Place> }
secondPopularVote,secondPopularVote,owl:Thing,Person,http://dbpedia.org/ontology/secondPopularVote,57,who is the secondPopularVote of <A>,who is the secondPopularVote of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/secondPopularVote> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/secondPopularVote> [] . ?a a <http://dbpedia.org/ontology/Place> }
selibrId,SELIBR Id,owl:Thing,xsd:string,http://dbpedia.org/ontology/selibrId,5,what is the SELIBR Id of <A>,what is the SELIBR Id of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/selibrId> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/selibrId> [] . ?a a <http://dbpedia.org/ontology/Place> }
seniority,seniority,owl:Thing,xsd:string,http://dbpedia.org/ontology/seniority,1629,what is the seniority of <A>,what is the seniority of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/seniority> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/seniority> [] . ?a a <http://dbpedia.org/ontology/Place> }
series,series,owl:Thing,owl:Thing,http://dbpedia.org/ontology/series,21198,what is the series of <A>,what is the series of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/series> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/series> [] . ?a a <http://dbpedia.org/ontology/Place> }
show,show,owl:Thing,TelevisionShow,http://dbpedia.org/ontology/show,2,what is the show of <A>,what is the show of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/show> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/show> [] . ?a a <http://dbpedia.org/ontology/Place> }
similar,similar,owl:Thing,owl:Thing,http://dbpedia.org/ontology/similar,605,what is the similar of <A>,what is the similar of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/similar> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/similar> [] . ?a a <http://dbpedia.org/ontology/Place> }
slogan,slogan,owl:Thing,rdf:langString,http://dbpedia.org/ontology/slogan,16779,what is the slogan of <A>,what is the slogan of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/slogan> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/slogan> [] . ?a a <http://dbpedia.org/ontology/Place> }
soundRecording,sound recording,owl:Thing,Sound,http://dbpedia.org/ontology/soundRecording,9999,what is the sound recording of <A>,what is the sound recording of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/soundRecording> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/soundRecording> [] . ?a a <http://dbpedia.org/ontology/Place> }
sourceElevation,source elevation,owl:Thing,Length,http://dbpedia.org/ontology/sourceElevation,1,what is the source elevation of <A>,what is the source elevation of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/sourceElevation> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/sourceElevation> [] . ?a a <http://dbpedia.org/ontology/Place> }
sourceMountain,source mountain,owl:Thing,Mountain,http://dbpedia.org/ontology/sourceMountain,2,what is the source mountain of <A>,what is the source mountain of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/sourceMountain> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/sourceMountain> [] . ?a a <http://dbpedia.org/ontology/Place> }
sourcePlace,source place,owl:Thing,PopulatedPlace,http://dbpedia.org/ontology/sourcePlace,2,what is the source place of <A>,what is the source place of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/sourcePlace> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/sourcePlace> [] . ?a a <http://dbpedia.org/ontology/Place> }
sourcePosition,source position,owl:Thing,geo:SpatialThing,http://dbpedia.org/ontology/sourcePosition,1,what is the source position of <A>,what is the source position of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/sourcePosition> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/sourcePosition> [] . ?a a <http://dbpedia.org/ontology/Place> }
speaker,speaker,owl:Thing,xsd:integer,http://dbpedia.org/ontology/speaker,37,what is the speaker of <A>,what is the speaker of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/speaker> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/speaker> [] . ?a a <http://dbpedia.org/ontology/Place> }
specialist,specialist,owl:Thing,PersonFunction,http://dbpedia.org/ontology/specialist,292,who is the specialist of <A>,who is the specialist of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/specialist> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/specialist> [] . ?a a <http://dbpedia.org/ontology/Place> }
specialization,specialization,owl:Thing,owl:Thing,http://dbpedia.org/ontology/specialization,22,what is the specialization of <A>,what is the specialization of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/specialization> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/specialization> [] . ?a a <http://dbpedia.org/ontology/Place> }
sport,sport,owl:Thing,Sport,http://dbpedia.org/ontology/sport,3934,what is the sport of <A>,what is the sport of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/sport> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/sport> [] . ?a a <http://dbpedia.org/ontology/Place> }
sportGoverningBody,sport governing body,owl:Thing,owl:Thing,http://dbpedia.org/ontology/sportGoverningBody,257,what is the sport governing body of <A>,what is the sport governing body of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/sportGoverningBody> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/sportGoverningBody> [] . ?a a <http://dbpedia.org/ontology/Place> }
stadium,Stadium,owl:Thing,Stadium,http://dbpedia.org/ontology/stadium,3178,what is the Stadium of <A>,what is the Stadium of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/stadium> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/stadium> [] . ?a a <http://dbpedia.org/ontology/Place> }
startYear,start year,owl:Thing,xsd:gYear,http://dbpedia.org/ontology/startYear,31,what is the start year of <A>,what is the start year of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/startYear> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/startYear> [] . ?a a <http://dbpedia.org/ontology/Place> }
state,state,owl:Thing,PopulatedPlace,http://dbpedia.org/ontology/state,44776,what is the state of <A>,what is the state of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/state> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/state> [] . ?a a <http://dbpedia.org/ontology/Place> }
status,status,owl:Thing,xsd:string,http://dbpedia.org/ontology/status,56133,what is the status of <A>,what is the status of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/status> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/status> [] . ?a a <http://dbpedia.org/ontology/Place> }
subdivision,subdivision,owl:Thing,owl:Thing,http://dbpedia.org/ontology/subdivision,435018,what is the subdivision of <A>,what is the subdivision of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/subdivision> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/subdivision> [] . ?a a <http://dbpedia.org/ontology/Place> }
subdivisions,subdivisions,owl:Thing,xsd:nonNegativeInteger,http://dbpedia.org/ontology/subdivisions,2,what is the subdivisions of <A>,what is the subdivisions of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/subdivisions> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/subdivisions> [] . ?a a <http://dbpedia.org/ontology/Place> }
subregion,subregion,Place,Place,http://dbpedia.org/ontology/subregion,132,what is the subregion of <A>,what is the subregion of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/subregion> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/subregion> [] . ?a a <http://dbpedia.org/ontology/Place> }
subtitle,subtitle,owl:Thing,xsd:string,http://dbpedia.org/ontology/subtitle,443,what is the subtitle of <A>,what is the subtitle of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/subtitle> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/subtitle> [] . ?a a <http://dbpedia.org/ontology/Place> }
successfulLaunches,successful launches,owl:Thing,xsd:nonNegativeInteger,http://dbpedia.org/ontology/successfulLaunches,271,what is the successful launches of <A>,what is the successful launches of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/successfulLaunches> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/successfulLaunches> [] . ?a a <http://dbpedia.org/ontology/Place> }
successor,successor,owl:Thing,owl:Thing,http://dbpedia.org/ontology/successor,212248,what is the successor of <A>,what is the successor of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/successor> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/successor> [] . ?a a <http://dbpedia.org/ontology/Place> }
sudocId,SUDOC id,owl:Thing,xsd:string,http://dbpedia.org/ontology/sudocId,151,what is the SUDOC id of <A>,what is the SUDOC id of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/sudocId> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/sudocId> [] . ?a a <http://dbpedia.org/ontology/Place> }
synonym,synonym,owl:Thing,xsd:string,http://dbpedia.org/ontology/synonym,62611,what is the synonym of <A>,what is the synonym of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/synonym> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/synonym> [] . ?a a <http://dbpedia.org/ontology/Place> }
taoiseach,taoiseach,owl:Thing,Person,http://dbpedia.org/ontology/taoiseach,862,who is the taoiseach of <A>,who is the taoiseach of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/taoiseach> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/taoiseach> [] . ?a a <http://dbpedia.org/ontology/Place> }
team,team,owl:Thing,SportsTeam,http://dbpedia.org/ontology/team,1921540,what is the team of <A>,what is the team of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/team> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/team> [] . ?a a <http://dbpedia.org/ontology/Place> }
teamSize,team size,owl:Thing,xsd:nonNegativeInteger,http://dbpedia.org/ontology/teamSize,99,what is the team size of <A>,what is the team size of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/teamSize> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/teamSize> [] . ?a a <http://dbpedia.org/ontology/Place> }
televisionSeries,television series,owl:Thing,TelevisionShow,http://dbpedia.org/ontology/televisionSeries,2141,what is the television series of <A>,what is the television series of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/televisionSeries> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/televisionSeries> [] . ?a a <http://dbpedia.org/ontology/Place> }
temperature,temperature,owl:Thing,Temperature,http://dbpedia.org/ontology/temperature,329,what is the temperature of <A>,what is the temperature of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/temperature> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/temperature> [] . ?a a <http://dbpedia.org/ontology/Place> }
tennisSurfaceType,type of tennis surface,owl:Thing,xsd:string,http://dbpedia.org/ontology/tennisSurfaceType,6992,what is the type of tennis surface of <A>,what is the type of tennis surface of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/tennisSurfaceType> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/tennisSurfaceType> [] . ?a a <http://dbpedia.org/ontology/Place> }
termPeriod,term period,owl:Thing,TimePeriod,http://dbpedia.org/ontology/termPeriod,159154,what is the term period of <A>,what is the term period of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/termPeriod> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/termPeriod> [] . ?a a <http://dbpedia.org/ontology/Place> }
thumbnail,thumbnail,owl:Thing,Image,http://dbpedia.org/ontology/thumbnail,1695460,what is the thumbnail of <A>,what is the thumbnail of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/thumbnail> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/thumbnail> [] . ?a a <http://dbpedia.org/ontology/Place> }
time,time,owl:Thing,xsd:string,http://dbpedia.org/ontology/time,18917,what is the time of <A>,what is the time of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/time> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/time> [] . ?a a <http://dbpedia.org/ontology/Place> }
timeInSpace,total time person has spent in space,owl:Thing,Time,http://dbpedia.org/ontology/timeInSpace,122,what is the total time person has spent in space of <A>,what is the total time person has spent in space of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/timeInSpace> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/timeInSpace> [] . ?a a <http://dbpedia.org/ontology/Place> }
timeZone,time zone,Place,owl:Thing,http://dbpedia.org/ontology/timeZone,295806,what is the time zone of <A>,what is the time zone of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/timeZone> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/timeZone> [] . ?a a <http://dbpedia.org/ontology/Place> }
title,title,owl:Thing,rdf:langString,http://dbpedia.org/ontology/title,336273,what is the title of <A>,what is the title of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/title> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/title> [] . ?a a <http://dbpedia.org/ontology/Place> }
topSpeed,top speed,owl:Thing,Speed,http://dbpedia.org/ontology/topSpeed,22233,what is the top speed of <A>,what is the top speed of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/topSpeed> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/topSpeed> [] . ?a a <http://dbpedia.org/ontology/Place> }
totalLaunches,total launches,owl:Thing,xsd:nonNegativeInteger,http://dbpedia.org/ontology/totalLaunches,374,what is the total launches of <A>,what is the total launches of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/totalLaunches> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/totalLaunches> [] . ?a a <http://dbpedia.org/ontology/Place> }
type,type,owl:Thing,owl:Thing,http://dbpedia.org/ontology/type,445639,what is the type of <A>,what is the type of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/type> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/type> [] . ?a a <http://dbpedia.org/ontology/Place> }
ulanId,ULAN id,owl:Thing,xsd:string,http://dbpedia.org/ontology/ulanId,10,what is the ULAN id of <A>,what is the ULAN id of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/ulanId> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/ulanId> [] . ?a a <http://dbpedia.org/ontology/Place> }
university,university,owl:Thing,EducationalInstitution,http://dbpedia.org/ontology/university,3919,what is the university of <A>,what is the university of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/university> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/university> [] . ?a a <http://dbpedia.org/ontology/Place> }
utcOffset,UTC offset,Place,xsd:string,http://dbpedia.org/ontology/utcOffset,329619,what is the UTC offset of <A>,what is the UTC offset of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/utcOffset> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/utcOffset> [] . ?a a <http://dbpedia.org/ontology/Place> }
variantOf,variant or variation,owl:Thing,owl:Thing,http://dbpedia.org/ontology/variantOf,4688,what is the variant or variation of <A>,what is the variant or variation of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/variantOf> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/variantOf> [] . ?a a <http://dbpedia.org/ontology/Place> }
vehicle,vehicle,owl:Thing,Automobile,http://dbpedia.org/ontology/vehicle,39,what is the vehicle of <A>,what is the vehicle of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/vehicle> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/vehicle> [] . ?a a <http://dbpedia.org/ontology/Place> }
viceChancellor,vice chancellor,owl:Thing,Person,http://dbpedia.org/ontology/viceChancellor,486,who is the vice chancellor of <A>,who is the vice chancellor of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/viceChancellor> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/viceChancellor> [] . ?a a <http://dbpedia.org/ontology/Place> }
vicePresident,vice president,owl:Thing,Person,http://dbpedia.org/ontology/vicePresident,1389,who is the vice president of <A>,who is the vice president of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/vicePresident> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/vicePresident> [] . ?a a <http://dbpedia.org/ontology/Place> }
vicePrimeMinister,vice prime minister,owl:Thing,Person,http://dbpedia.org/ontology/vicePrimeMinister,28,who is the vice prime minister of <A>,who is the vice prime minister of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/vicePrimeMinister> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/vicePrimeMinister> [] . ?a a <http://dbpedia.org/ontology/Place> }
victim,victim (resource),owl:Thing,owl:Thing,http://dbpedia.org/ontology/victim,91,what is the victim (resource) of <A>,what is the victim (resource) of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/victim> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/victim> [] . ?a a <http://dbpedia.org/ontology/Place> }
victims,victims (string),owl:Thing,xsd:string,http://dbpedia.org/ontology/victims,123,what is the victims (string) of <A>,what is the victims (string) of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/victims> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/victims> [] . ?a a <http://dbpedia.org/ontology/Place> }
voice,voice,owl:Thing,Person,http://dbpedia.org/ontology/voice,3896,who is the voice of <A>,who is the voice of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/voice> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/voice> [] . ?a a <http://dbpedia.org/ontology/Place> }
volume,volume,owl:Thing,Volume,http://dbpedia.org/ontology/volume,4233,what is the volume of <A>,what is the volume of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/volume> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/volume> [] . ?a a <http://dbpedia.org/ontology/Place> }
webcast,webcast,owl:Thing,owl:Thing,http://dbpedia.org/ontology/webcast,8699,what is the webcast of <A>,what is the webcast of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/webcast> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/webcast> [] . ?a a <http://dbpedia.org/ontology/Place> }
websiteLabel,label of a website,owl:Thing,rdf:langString,http://dbpedia.org/ontology/websiteLabel,13,what is the label of a website of <A>,what is the label of a website of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/websiteLabel> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/websiteLabel> [] . ?a a <http://dbpedia.org/ontology/Place> }
weight,weight,owl:Thing,Mass,http://dbpedia.org/ontology/weight,107366,what is the weight of <A>,what is the weight of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/weight> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/weight> [] . ?a a <http://dbpedia.org/ontology/Place> }
width,width,owl:Thing,Length,http://dbpedia.org/ontology/width,19674,what is the width of <A>,what is the width of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/width> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/width> [] . ?a a <http://dbpedia.org/ontology/Place> }
wikiPageDisambiguates,Wikipage disambiguates,owl:Thing,owl:Thing,http://dbpedia.org/ontology/wikiPageDisambiguates,327109,what is the Wikipage disambiguates of <A>,what is the Wikipage disambiguates of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/wikiPageDisambiguates> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/wikiPageDisambiguates> [] . ?a a <http://dbpedia.org/ontology/Place> }
wikiPageExternalLink,Link from a Wikipage to an external page,owl:Thing,owl:Thing,http://dbpedia.org/ontology/wikiPageExternalLink,2819399,what is the Link from a Wikipage to an external page of <A>,what is the Link from a Wikipage to an external page of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/wikiPageExternalLink> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/wikiPageExternalLink> [] . ?a a <http://dbpedia.org/ontology/Place> }
wikiPageInterLanguageLink,Link from a Wikipage to a Wikipage in a different language about the same or a related subject.,owl:Thing,owl:Thing,http://dbpedia.org/ontology/wikiPageInterLanguageLink,36026,what is the Link from a Wikipage to a Wikipage in a different language about the same or a related subject. of <A>,what is the Link from a Wikipage to a Wikipage in a different language about the same or a related subject. of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/wikiPageInterLanguageLink> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/wikiPageInterLanguageLink> [] . ?a a <http://dbpedia.org/ontology/Place> }
wikiPageLength,page length (characters) of wiki page,owl:Thing,xsd:nonNegativeInteger,http://dbpedia.org/ontology/wikiPageLength,16065936,what is the page length (characters) of wiki page of <A>,what is the page length (characters) of wiki page of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/wikiPageLength> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/wikiPageLength> [] . ?a a <http://dbpedia.org/ontology/Place> }
wikiPageRedirects,Wikipage redirect,owl:Thing,owl:Thing,http://dbpedia.org/ontology/wikiPageRedirects,9831591,what is the Wikipage redirect of <A>,what is the Wikipage redirect of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/wikiPageRedirects> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/wikiPageRedirects> [] . ?a a <http://dbpedia.org/ontology/Place> }
wins,wins,owl:Thing,xsd:nonNegativeInteger,http://dbpedia.org/ontology/wins,2156,what is the wins of <A>,what is the wins of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/wins> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/wins> [] . ?a a <http://dbpedia.org/ontology/Place> }
year,year,owl:Thing,xsd:gYear,http://dbpedia.org/ontology/year,26467,what is the year of <A>,what is the year of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/year> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/year> [] . ?a a <http://dbpedia.org/ontology/Place> }
yearOfConstruction,year of construction,Place,xsd:gYear,http://dbpedia.org/ontology/yearOfConstruction,58119,what is the year of construction of <A>,what is the year of construction of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/yearOfConstruction> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/yearOfConstruction> [] . ?a a <http://dbpedia.org/ontology/Place> }
